"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"227","Juancho Hernangómez","PF","26","SAS","3","0","9.0","0.3","1.0",".333","0.0","0.3",".000","0.3","0.7",".500",".333","0.0","0.0","","1.0","2.0","3.0","0.3","0.3","0.0","0.7","0.0","0.7"
"228","Willy Hernangómez","C","27","NOP","26","6","16.7","3.5","6.3",".555","0.1","0.3",".429","3.4","6.0",".561",".564","2.1","2.8",".750","2.7","4.4","7.1","1.3","0.3","0.3","1.0","1.8","9.2"
"229","Tyler Herro","SG","22","MIA","41","10","33.2","7.5","17.6",".424","2.6","6.9",".381","4.9","10.8",".451",".498","2.7","3.1",".875","0.6","4.3","4.9","4.0","0.6","0.2","2.9","1.5","20.3"
"230","Buddy Hield","SG","29","SAC","51","6","28.9","4.9","12.7",".383","3.4","9.1",".370","1.5","3.7",".415",".515","1.5","1.8",".868","0.8","3.3","4.1","2.0","0.9","0.3","1.6","2.1","14.7"
"231","Haywood Highsmith","SF","25","MIA","4","0","10.5","1.0","2.0",".500","1.0","1.8",".571","0.0","0.3",".000",".750","0.0","0.0","","0.5","0.8","1.3","0.0","0.0","0.3","0.0","0.8","3.0"
"232","George Hill","SG","35","MIL","41","16","25.5","2.5","5.7",".436","0.9","2.9",".316","1.6","2.9",".556",".515","1.2","1.2",".960","0.9","2.4","3.2","2.5","0.8","0.1","0.9","1.4","7.0"
"233","Malcolm Hill","SF-SG","26","TOT","10","0","12.4","1.3","2.7",".481","0.6","1.7",".353","0.7","1.0",".700",".593","0.8","1.0",".800","0.7","0.9","1.6","0.4","0.5","0.1","0.1","1.7","4.0"
"233","Malcolm Hill","SG","26","ATL","3","0","15.3","1.7","2.7",".625","1.0","1.7",".600","0.7","1.0",".667",".813","1.3","1.3","1.000","0.7","1.3","2.0","0.3","1.3","0.3","0.0","2.3","5.7"
"233","Malcolm Hill","SF","26","CHI","7","0","11.1","1.1","2.7",".421","0.4","1.7",".250","0.7","1.0",".714",".500","0.6","0.9",".667","0.7","0.7","1.4","0.4","0.1","0.0","0.1","1.4","3.3"
"234","Solomon Hill","PF","30","ATL","13","1","10.7","0.2","1.5",".150","0.2","1.0",".154","0.1","0.5",".143",".200","0.0","0.0","","0.5","1.3","1.8","0.9","0.3","0.2","0.1","1.2","0.6"
"235","Nate Hinton","SG","22","IND","2","0","1.0","0.0","0.5",".000","0.0","0.0","","0.0","0.5",".000",".000","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0"
"236","Jaylen Hoard","SF","22","OKC","1","0","2.0","0.0","1.0",".000","0.0","0.0","","0.0","1.0",".000",".000","0.0","0.0","","1.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0"
"237","Aaron Holiday","PG","25","WAS","37","10","15.5","2.4","5.1",".476","0.6","1.5",".375","1.8","3.5",".519",".532","0.6","0.7",".815","0.2","1.4","1.6","1.8","0.5","0.2","0.9","1.5","6.0"
"238","Jrue Holiday","PG","31","MIL","39","36","32.6","7.1","14.5",".493","1.8","4.6",".381","5.4","9.8",".546",".554","1.8","2.4",".755","1.0","3.7","4.7","6.6","1.5","0.6","2.7","1.8","17.8"
"239","Justin Holiday","SF","32","IND","45","36","28.5","3.8","9.3",".414","2.6","6.9",".372","1.3","2.4",".538",".553","0.8","0.9",".829","0.4","2.4","2.8","1.8","0.7","0.3","1.0","2.2","11.0"
"240","Richaun Holmes","C","28","SAC","33","33","25.9","5.2","7.5",".696","0.1","0.1",".500","5.2","7.4",".700",".700","1.7","2.2",".789","2.4","5.8","8.1","1.2","0.4","1.1","1.3","3.0","12.2"
"241","Rodney Hood","SF","29","MIL","37","0","15.1","1.2","3.4",".355","0.6","2.1",".316","0.5","1.3",".417",".452","0.4","0.4",".929","0.3","1.4","1.8","0.8","0.3","0.1","0.2","0.7","3.4"
"242","Scotty Hopson","SG","32","OKC","1","0","18.0","2.0","4.0",".500","0.0","1.0",".000","2.0","3.0",".667",".500","0.0","0.0","","0.0","1.0","1.0","1.0","0.0","0.0","2.0","1.0","4.0"
"243","Al Horford","C","35","BOS","42","42","28.6","3.8","8.8",".434","1.2","4.0",".293","2.6","4.8",".550",".500","1.4","1.6",".851","1.5","5.7","7.2","3.4","0.6","1.3","1.0","2.0","10.1"
"244","Talen Horton-Tucker","SG","21","LAL","35","15","26.1","3.8","9.3",".407","0.7","3.0",".248","3.0","6.3",".484",".448","1.6","2.0",".797","0.6","2.7","3.3","2.5","0.9","0.5","1.4","2.5","9.9"
"245","Danuel House Jr.","SF","28","TOT","24","2","15.5","1.8","4.8",".386","0.8","2.5",".339","1.0","2.3",".436",".474","1.1","1.4",".818","0.3","2.2","2.5","1.3","0.4","0.3","0.9","1.0","5.6"
"245","Danuel House Jr.","SF","28","HOU","16","1","14.6","1.6","4.6",".338","0.6","2.1",".294","0.9","2.5",".375",".405","1.1","1.2",".895","0.3","2.4","2.7","1.2","0.3","0.3","1.1","1.0","4.8"
"245","Danuel House Jr.","SF","28","NYK","1","0","3.0","0.0","1.0",".000","0.0","1.0",".000","0.0","0.0","",".000","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"245","Danuel House Jr.","SF","28","UTA","7","1","19.3","2.7","5.6",".487","1.4","3.4",".417","1.3","2.1",".600",".615","1.4","2.0",".714","0.6","2.0","2.6","1.6","0.7","0.4","0.6","1.3","8.3"
"246","Dwight Howard","C","36","LAL","39","11","14.7","1.8","3.0",".612","0.2","0.2",".667","1.7","2.7",".607",".638","1.2","1.9",".618","1.9","3.5","5.4","0.5","0.7","0.6","0.8","2.0","5.0"
"247","Markus Howard","SG","22","DEN","19","0","6.4","1.4","3.6",".382","1.2","2.7",".431","0.2","0.9",".235",".544","0.4","0.4",".875","0.0","0.3","0.3","0.3","0.4","0.0","0.3","0.6","4.3"
"248","Kevin Huerter","SG","23","ATL","42","28","28.5","4.4","9.6",".459","1.7","4.8",".360","2.7","4.8",".560",".550","0.6","0.7",".806","0.4","2.9","3.3","2.8","0.5","0.3","1.3","2.1","11.1"
"249","Jay Huff","C","23","LAL","4","0","5.0","0.0","0.8",".000","0.0","0.5",".000","0.0","0.3",".000",".000","0.0","0.0","","0.3","0.8","1.0","0.3","0.3","0.3","0.3","0.3","0.0"
"250","Elijah Hughes","SF","23","UTA","12","1","7.7","1.1","2.5",".433","0.8","1.9",".391","0.3","0.6",".571",".583","0.3","0.3","1.000","0.2","1.1","1.3","0.4","0.3","0.0","0.5","0.5","3.2"
"251","De'Andre Hunter","SF","24","ATL","21","20","28.5","4.8","10.3",".463","1.5","3.7",".410","3.2","6.6",".493",".537","1.5","2.3",".653","0.4","2.9","3.3","1.0","0.7","0.5","1.4","2.7","12.6"
"252","Chandler Hutchison","SF","25","PHO","6","0","3.7","0.2","0.3",".500","0.0","0.0","","0.2","0.3",".500",".500","0.3","0.3","1.000","0.0","0.8","0.8","0.3","0.0","0.0","0.7","0.2","0.7"
"253","Bones Hyland","PG","21","DEN","37","0","17.5","2.9","7.8",".367","1.7","4.9",".344","1.2","2.9",".404",".474","1.0","1.2",".884","0.2","2.4","2.6","1.8","0.5","0.3","1.1","2.1","8.4"
"254","Serge Ibaka","C","32","LAC","32","8","14.5","2.4","5.2",".461","0.7","1.8",".397","1.7","3.3",".495",".530","0.5","0.8",".667","1.1","2.8","3.9","1.0","0.2","0.7","1.0","1.5","6.0"
"255","Andre Iguodala","SF","38","GSW","25","0","20.5","1.6","4.0",".386","0.5","2.4",".217","1.0","1.6",".634",".450","0.5","0.6",".813","0.8","2.6","3.4","3.9","0.8","0.8","0.9","1.0","4.2"
"256","Joe Ingles","SF","34","UTA","45","15","24.9","2.6","6.3",".404","1.7","5.0",".347","0.8","1.3",".617",".540","0.4","0.5",".773","0.3","2.6","2.9","3.5","0.5","0.1","1.0","1.8","7.2"
"257","Brandon Ingram","SF","24","NOP","36","36","34.4","8.2","18.4",".443","1.6","4.7",".345","6.6","13.8",".476",".486","4.5","5.5",".818","0.8","5.3","6.1","5.2","0.6","0.3","2.6","2.0","22.4"
"258","Kyrie Irving","PG","29","BRK","8","8","35.1","9.6","19.5",".494","2.3","6.1",".367","7.4","13.4",".551",".551","3.0","3.1",".960","0.5","4.6","5.1","5.4","1.3","0.3","2.5","2.4","24.5"
"259","Wes Iwundu","SF","27","ATL","3","1","27.3","2.7","6.0",".444","1.0","1.7",".600","1.7","4.3",".385",".528","1.0","1.3",".750","1.0","3.3","4.3","0.0","0.3","0.0","0.3","2.7","7.3"
"260","Frank Jackson","PG","23","DET","36","5","22.5","3.9","9.2",".419","1.9","5.6",".335","2.0","3.7",".545",".520","1.4","1.7",".803","0.3","1.3","1.6","0.9","0.4","0.2","0.8","1.7","10.9"
"261","Isaiah Jackson","PF","20","IND","17","0","8.9","1.6","3.4",".491","0.1","0.2",".500","1.5","3.1",".491",".509","1.2","1.7",".690","1.1","1.5","2.6","0.4","0.4","0.8","0.6","2.1","4.6"
"262","Jaren Jackson Jr.","PF","22","MEM","51","51","27.7","5.6","13.5",".418","1.7","5.3",".316","4.0","8.2",".484",".480","3.4","4.2",".805","1.3","4.4","5.8","1.1","1.0","2.3","1.8","3.4","16.4"
"263","Josh Jackson","SF","24","DET","39","3","18.1","2.6","6.4",".410","0.8","2.9",".265","1.9","3.5",".529",".470","1.0","1.4",".714","0.4","2.7","3.2","1.3","0.5","0.5","1.0","1.8","7.1"
"264","Justin Jackson","SF","26","TOT","4","0","6.3","1.3","2.0",".625","0.8","1.3",".600","0.5","0.8",".667",".813","0.5","0.5","1.000","0.3","1.3","1.5","0.0","0.0","0.0","0.3","0.5","3.8"
"264","Justin Jackson","SF","26","BOS","1","0","2.0","0.0","1.0",".000","0.0","0.0","","0.0","1.0",".000",".000","2.0","2.0","1.000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"264","Justin Jackson","SF","26","PHO","3","0","7.7","1.7","2.3",".714","1.0","1.7",".600","0.7","0.7","1.000",".929","0.0","0.0","","0.3","1.7","2.0","0.0","0.0","0.0","0.3","0.7","4.3"
"265","Reggie Jackson","SG","31","LAC","48","48","30.7","6.2","15.7",".393","2.3","7.2",".326","3.8","8.5",".449",".467","1.8","2.1",".850","0.5","2.9","3.4","4.0","0.8","0.1","2.1","1.9","16.4"
"266","LeBron James","SF","37","LAL","36","36","36.6","10.9","20.9",".522","2.8","7.9",".352","8.1","13.0",".625",".588","4.5","5.9",".759","1.1","6.6","7.7","6.3","1.6","1.1","3.1","2.2","29.1"
"267","DeJon Jarreau","SG","24","IND","1","0","1.0","0.0","0.0","","0.0","0.0","","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"268","DaQuan Jeffries","SG","24","MEM","3","0","3.0","0.3","0.7",".500","0.0","0.3",".000","0.3","0.3","1.000",".500","0.0","0.0","","0.0","0.7","0.7","0.3","0.0","0.0","0.0","0.3","0.7"
"269","Ty Jerome","SG","24","OKC","39","3","15.6","2.6","6.5",".397","1.0","3.5",".292","1.5","2.9",".522",".476","0.8","1.0",".816","0.4","1.1","1.5","1.8","0.6","0.1","0.8","1.4","6.9"
"270","Isaiah Joe","SG","22","PHI","34","1","12.6","1.2","3.6",".339","0.9","2.8",".316","0.4","0.9",".414",".460","0.5","0.6",".947","0.1","1.1","1.2","0.7","0.3","0.1","0.3","0.9","3.9"
"271","Alize Johnson","PF","25","TOT","19","0","7.3","0.7","1.5",".483","0.0","0.2",".000","0.7","1.3",".560",".483","0.2","0.4",".500","1.1","1.4","2.5","0.4","0.2","0.0","0.6","0.8","1.7"
"271","Alize Johnson","PF","25","CHI","16","0","7.6","0.8","1.4",".522","0.0","0.1",".000","0.8","1.3",".571",".522","0.3","0.4",".571","1.0","1.3","2.3","0.5","0.2","0.0","0.5","0.9","1.8"
"271","Alize Johnson","PF","25","WAS","3","0","6.0","0.7","2.0",".333","0.0","0.7",".000","0.7","1.3",".500",".333","0.0","0.3",".000","1.7","2.3","4.0","0.0","0.0","0.0","1.0","0.0","1.3"
"272","B.J. Johnson","SF","26","ORL","4","0","16.3","2.8","6.3",".440","1.0","2.5",".400","1.8","3.8",".467",".520","0.0","0.0","","1.5","2.3","3.8","0.0","0.0","0.3","0.0","1.0","6.5"
"273","Cameron Johnson","PF","25","PHO","46","10","26.4","4.1","9.0",".460","2.5","5.8",".431","1.6","3.2",".514",".599","1.2","1.5",".836","0.6","3.7","4.3","1.3","0.9","0.2","0.7","1.7","12.0"
"274","David Johnson","SG","20","TOR","2","0","1.0","0.0","0.5",".000","0.0","0.5",".000","0.0","0.0","",".000","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"275","Jalen Johnson","PF","20","ATL","13","0","4.5","0.7","1.5",".474","0.2","0.5",".429","0.5","0.9",".500",".553","0.3","0.5",".667","0.0","1.2","1.2","0.1","0.0","0.0","0.2","0.2","1.9"
"276","James Johnson","PF","34","BRK","34","3","18.3","2.2","4.6",".481","0.3","1.1",".278","1.9","3.6",".541",".513","0.3","0.7",".400","1.0","2.5","3.6","1.9","0.5","0.4","0.7","2.1","5.1"
"277","Joe Johnson","SG","40","BOS","1","0","2.0","1.0","1.0","1.000","0.0","0.0","","1.0","1.0","1.000","1.000","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"278","Keldon Johnson","SF","22","SAS","47","46","31.1","5.7","12.2",".464","1.8","4.2",".437","3.9","8.0",".479",".539","2.0","2.7",".719","1.0","5.2","6.2","1.7","0.7","0.1","1.2","1.8","15.1"
"279","Keon Johnson","SG","19","LAC","15","0","9.0","1.1","3.4",".333","0.2","0.7",".273","0.9","2.7",".350",".363","1.1","1.4",".762","0.4","1.0","1.4","0.9","0.5","0.1","0.5","1.4","3.5"
"280","Stanley Johnson","PF","25","LAL","17","9","22.3","2.3","4.8",".481","0.8","2.4",".325","1.5","2.4",".634",".562","0.9","1.2",".750","0.6","2.4","3.1","1.4","0.7","0.5","0.5","2.9","6.2"
"281","Tyler Johnson","PG","29","TOT","6","0","15.2","1.0","3.3",".300","0.8","2.2",".385","0.2","1.2",".143",".425","0.0","0.0","","0.5","1.5","2.0","1.2","0.5","0.5","0.3","1.2","2.8"
"281","Tyler Johnson","PG","29","PHI","3","0","12.7","1.3","3.3",".400","1.0","2.3",".429","0.3","1.0",".333",".550","0.0","0.0","","0.3","1.7","2.0","0.7","0.3","0.3","0.3","1.3","3.7"
"281","Tyler Johnson","PG","29","SAS","3","0","17.7","0.7","3.3",".200","0.7","2.0",".333","0.0","1.3",".000",".300","0.0","0.0","","0.7","1.3","2.0","1.7","0.7","0.7","0.3","1.0","2.0"
"282","Nikola Jokić","C","26","DEN","44","44","33.0","10.0","17.5",".573","1.6","4.3",".378","8.4","13.2",".637",".620","4.4","5.4",".811","2.7","11.0","13.7","7.8","1.4","0.8","3.5","2.5","26.0"
"283","Carlik Jones","PG","24","TOT","5","0","4.6","0.2","1.8",".111","0.0","0.2",".000","0.2","1.6",".125",".111","0.4","0.4","1.000","0.2","0.4","0.6","1.0","0.2","0.0","0.6","0.0","0.8"
"283","Carlik Jones","PG","24","DAL","3","0","6.3","0.0","2.3",".000","0.0","0.3",".000","0.0","2.0",".000",".000","0.7","0.7","1.000","0.3","0.7","1.0","1.7","0.3","0.0","1.0","0.0","0.7"
"283","Carlik Jones","PG","24","DEN","2","0","2.0","0.5","1.0",".500","0.0","0.0","","0.5","1.0",".500",".500","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"284","Damian Jones","C","26","SAC","31","4","14.4","2.1","3.5",".600","0.1","0.4",".308","2.0","3.1",".639",".618","1.2","1.6",".706","1.5","2.4","3.9","1.0","0.3","0.5","1.0","2.1","5.5"
"285","Derrick Jones Jr.","PF","24","CHI","31","8","17.2","2.3","3.9",".582","0.5","1.2",".405","1.8","2.7",".659",".643","1.3","1.5",".848","1.2","2.2","3.4","0.5","0.5","0.7","0.5","2.3","6.3"
"286","Herbert Jones","C","23","NOP","46","37","29.8","3.7","7.4",".494","0.7","1.8",".365","3.0","5.5",".537",".540","1.5","1.8",".819","1.3","2.6","3.8","2.0","1.5","0.9","1.0","3.0","9.5"
"287","Jemerrio Jones","SF","26","LAL","2","0","7.5","1.0","1.5",".667","0.0","0.0","","1.0","1.5",".667",".667","0.0","0.0","","1.0","0.5","1.5","0.0","0.5","0.0","0.0","1.0","2.0"
"288","Kai Jones","C","21","CHO","16","0","2.9","0.4","0.6",".667","0.1","0.1",".500","0.3","0.4",".714",".722","0.1","0.3",".250","0.1","0.4","0.5","0.3","0.0","0.0","0.3","0.3","0.9"
"289","Mason Jones","SG","23","LAL","2","0","4.5","1.0","4.0",".250","0.0","1.0",".000","1.0","3.0",".333",".250","0.5","1.0",".500","0.5","0.5","1.0","0.0","0.5","0.0","0.5","0.5","2.5"
"290","Tre Jones","PG","22","SAS","41","3","12.9","1.9","3.8",".497","0.0","0.4",".125","1.9","3.4",".539",".503","0.7","0.7",".964","0.4","1.5","1.9","2.3","0.4","0.0","0.6","0.9","4.5"
"291","Tyus Jones","PG","25","MEM","45","13","21.1","3.2","6.8",".471","1.0","2.5",".386","2.2","4.3",".521",".542","0.8","0.8",".921","0.3","2.4","2.7","4.2","0.9","0.0","0.8","0.4","8.2"
"292","DeAndre Jordan","C","33","LAL","30","19","13.2","2.0","2.9",".670","0.0","0.0","","2.0","2.9",".670",".670","0.4","0.8",".480","1.6","4.0","5.6","0.4","0.3","0.8","0.7","1.6","4.3"
"293","Cory Joseph","PG","30","DET","38","12","23.5","2.8","6.0",".463","1.0","2.3",".443","1.8","3.7",".475",".548","1.6","1.9",".838","0.4","1.9","2.4","3.8","0.7","0.2","1.3","1.9","8.2"
"294","Georgios Kalaitzakis","SF","23","MIL","9","0","5.3","0.6","1.2",".455","0.2","0.4",".500","0.3","0.8",".429",".545","0.4","1.0",".444","0.4","0.4","0.9","0.0","0.1","0.1","0.4","0.9","1.8"
"295","Frank Kaminsky","C","28","PHO","9","0","20.1","4.0","7.3",".545","0.6","1.7",".333","3.4","5.7",".608",".583","2.0","2.2",".900","1.2","3.3","4.6","1.4","0.9","0.8","0.6","1.6","10.6"
"296","Luke Kennard","SG","25","LAC","42","10","28.8","4.2","9.6",".442","2.8","6.4",".441","1.4","3.2",".444",".589","1.1","1.2",".900","0.2","3.5","3.7","2.2","0.6","0.1","0.8","1.6","12.4"
"297","Braxton Key","SF","24","PHI","2","0","3.0","0.5","1.0",".500","0.0","0.5",".000","0.5","0.5","1.000",".500","0.0","0.0","","0.5","0.5","1.0","0.5","0.5","0.0","1.0","0.5","1.0"
"298","George King","SF","28","DAL","4","0","4.8","0.0","1.3",".000","0.0","1.0",".000","0.0","0.3",".000",".000","0.3","0.5",".500","0.0","1.3","1.3","0.0","0.0","0.0","0.3","1.0","0.3"
"299","Louis King","SF","22","SAC","7","0","10.6","1.7","5.3",".324","0.9","2.9",".300","0.9","2.4",".353",".405","1.0","1.4",".700","0.0","1.6","1.6","0.3","0.3","0.0","0.0","1.4","5.3"
"300","Corey Kispert","SF","22","WAS","44","7","18.3","2.1","5.0",".422","0.9","2.8",".315","1.2","2.1",".564",".511","0.8","0.9",".868","0.5","1.7","2.2","0.9","0.3","0.3","0.5","0.9","5.8"
"301","Maxi Kleber","PF","30","DAL","36","19","24.8","2.6","6.1",".418","1.7","4.6",".372","0.9","1.6",".554",".557","0.8","1.0",".771","1.1","4.7","5.8","1.1","0.4","0.9","0.8","2.3","7.6"
"302","Brandon Knight","PG","30","DAL","3","0","18.0","3.0","6.7",".450","1.3","4.3",".308","1.7","2.3",".714",".550","2.7","2.7","1.000","0.0","2.3","2.3","2.7","0.3","0.0","1.3","1.7","10.0"
"303","Nathan Knight","PF","24","MIN","25","2","7.4","1.0","2.1",".491","0.1","0.3",".250","1.0","1.8",".533",".509","1.2","1.6",".707","0.9","1.4","2.3","0.6","0.2","0.3","0.5","1.1","3.3"
"304","Kevin Knox","SF","22","TOT","18","0","8.1","1.1","2.9",".365","0.6","2.1",".297","0.4","0.8",".533",".471","0.4","0.6",".700","0.4","1.1","1.6","0.3","0.2","0.1","0.4","0.4","3.1"
"304","Kevin Knox","SF","22","NYK","13","0","8.5","1.2","3.1",".375","0.8","2.2",".357","0.4","0.9",".417",".500","0.5","0.8",".700","0.6","1.1","1.7","0.2","0.2","0.1","0.4","0.4","3.6"
"304","Kevin Knox","SF","22","ATL","5","0","7.0","0.8","2.4",".333","0.2","1.8",".111","0.6","0.6","1.000",".375","0.0","0.0","","0.0","1.2","1.2","0.4","0.2","0.0","0.4","0.4","1.8"
"305","John Konchar","SG","25","MEM","44","6","18.6","1.8","3.6",".509","0.7","1.7",".419","1.1","1.9",".588",".607","0.5","0.8",".606","1.3","3.3","4.6","1.5","0.8","0.3","0.5","1.3","4.8"
"306","Furkan Korkmaz","SG","24","PHI","45","17","24.4","3.3","8.3",".392","1.4","4.7",".288","1.9","3.6",".528",".473","1.2","1.4",".839","0.3","2.7","3.0","2.4","0.6","0.1","0.8","1.0","9.0"
"307","Luke Kornet","C","26","TOT","3","0","6.0","0.3","2.0",".167","0.0","0.3",".000","0.3","1.7",".200",".167","0.7","1.0",".667","1.0","0.3","1.3","0.3","0.0","0.3","0.0","0.7","1.3"
"307","Luke Kornet","C","26","CLE","2","0","7.5","0.5","2.5",".200","0.0","0.5",".000","0.5","2.0",".250",".200","1.0","1.5",".667","1.0","0.5","1.5","0.5","0.0","0.5","0.0","0.5","2.0"
"307","Luke Kornet","C","26","MIL","1","0","3.0","0.0","1.0",".000","0.0","0.0","","0.0","1.0",".000",".000","0.0","0.0","","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0"
"308","Vit Krejci","SG","21","OKC","3","0","3.0","0.0","0.7",".000","0.0","0.7",".000","0.0","0.0","",".000","0.7","0.7","1.000","0.0","1.0","1.0","0.0","0.0","0.0","0.3","0.0","0.7"
"309","Arnoldas Kulboka","SF","24","CHO","1","0","3.0","0.0","0.0","","0.0","0.0","","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"310","Jonathan Kuminga","SF","19","GSW","38","4","12.1","2.3","4.9",".476","0.5","1.6",".328","1.8","3.3",".548",".529","1.3","2.1",".646","0.6","1.9","2.5","0.5","0.3","0.2","0.8","1.4","6.6"
"311","Kyle Kuzma","PF","26","WAS","46","46","33.2","6.0","13.1",".457","1.8","5.5",".331","4.2","7.7",".547",".526","2.2","3.2",".687","1.2","7.7","8.8","2.9","0.7","0.8","2.3","1.9","16.0"
"312","Anthony Lamb","SF","24","SAS","2","0","4.0","0.0","1.0",".000","0.0","1.0",".000","0.0","0.0","",".000","0.0","0.0","","0.0","0.5","0.5","1.0","0.0","0.0","0.0","0.0","0.0"
"313","Jeremy Lamb","SF","29","IND","36","0","15.7","2.3","6.0",".377","1.0","3.1",".333","1.2","2.9",".423",".463","1.8","2.1",".855","0.4","2.0","2.4","1.3","0.6","0.4","0.7","1.2","7.3"
"314","Jock Landale","C","26","SAS","32","1","10.4","1.8","3.5",".504","0.6","1.6",".373","1.2","1.9",".613",".588","0.6","0.7",".870","1.2","1.2","2.4","1.0","0.2","0.4","0.7","1.0","4.8"
"315","Romeo Langford","SG","22","BOS","40","5","17.2","1.8","4.2",".432","0.7","1.9",".347","1.2","2.4",".500",".509","0.5","0.7",".643","0.8","1.8","2.6","0.5","0.5","0.4","0.4","1.1","4.8"
"316","Zach LaVine","SF","26","CHI","42","42","34.1","8.9","18.4",".484","2.9","7.3",".395","6.0","11.1",".543",".563","4.1","4.7",".869","0.3","4.5","4.8","4.3","0.6","0.4","2.8","1.6","24.9"
"317","Jake Layman","SF","27","MIN","21","1","7.7","0.9","2.2",".383","0.2","1.1",".167","0.7","1.1",".609",".426","0.3","0.4",".750","0.2","0.9","1.1","0.3","0.3","0.1","0.3","0.4","2.2"
"318","Damion Lee","SG","29","GSW","39","2","20.2","2.9","6.3",".457","1.1","3.1",".367","1.8","3.3",".543",".547","0.9","1.1",".860","0.4","2.6","3.1","0.9","0.6","0.1","0.7","1.5","7.9"
"319","Saben Lee","PG","22","DET","27","0","14.9","1.7","4.5",".380","0.4","1.6",".273","1.3","2.9",".442",".430","1.2","1.6",".767","0.4","2.1","2.4","2.4","0.9","0.4","0.9","0.9","5.1"
"320","Alex Len","C","28","SAC","31","9","17.1","2.5","4.9",".523","0.2","0.6",".316","2.4","4.3",".553",".543","1.2","1.8",".643","1.5","3.3","4.8","1.2","0.4","0.8","1.2","2.8","6.5"
"321","Caris LeVert","SG","27","IND","36","36","30.6","6.8","15.6",".434","1.6","4.9",".326","5.1","10.6",".484",".486","2.8","3.6",".767","0.8","2.9","3.7","4.2","0.9","0.5","1.8","2.3","17.9"
"322","Kira Lewis Jr.","PG","20","NOP","24","0","14.2","2.5","6.1",".404","0.5","2.4",".224","1.9","3.7",".523",".449","0.4","0.5",".833","0.4","1.3","1.6","2.0","0.5","0.0","1.1","0.7","5.9"
"323","Scottie Lewis","SG","21","CHO","2","0","3.5","0.0","0.0","","0.0","0.0","","0.0","0.0","","","0.5","1.0",".500","0.0","0.0","0.0","0.5","0.5","0.0","0.0","0.0","0.5"
"324","Damian Lillard","PG","31","POR","29","29","36.4","7.7","19.0",".402","3.2","9.8",".324","4.5","9.2",".485",".486","5.5","6.2",".878","0.4","3.7","4.1","7.3","0.6","0.4","2.9","1.3","24.0"
"325","Nassir Little","SF","21","POR","42","23","25.9","3.5","7.5",".460","1.2","3.7",".331","2.2","3.8",".584",".541","1.6","2.2",".734","1.4","4.2","5.6","1.3","0.6","0.9","1.0","2.0","9.8"
"326","Isaiah Livers","SF","23","DET","1","0","5.0","0.0","2.0",".000","0.0","2.0",".000","0.0","0.0","",".000","0.0","0.0","","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0"
"327","Kevon Looney","C","25","GSW","50","50","21.0","2.5","4.6",".545","0.0","0.0",".000","2.5","4.6",".548",".545","1.0","1.6",".650","2.7","4.7","7.4","1.6","0.6","0.7","0.9","2.7","6.1"
"328","Brook Lopez","C","33","MIL","1","1","28.0","3.0","9.0",".333","2.0","4.0",".500","1.0","5.0",".200",".444","0.0","0.0","","2.0","3.0","5.0","0.0","1.0","3.0","0.0","3.0","8.0"
"329","Robin Lopez","C","33","ORL","22","9","18.6","3.8","6.5",".583","0.0","0.2",".250","3.8","6.4",".593",".587","0.9","1.5",".594","2.3","1.5","3.8","1.9","0.0","0.5","1.3","2.0","8.5"
"330","Didi Louzada","SF","22","NOP","2","0","3.5","0.0","1.5",".000","0.0","1.5",".000","0.0","0.0","",".000","0.0","0.0","","1.0","0.0","1.0","0.5","0.0","0.0","0.0","0.0","0.0"
"331","Kevin Love","PF","33","CLE","42","2","21.5","4.4","10.0",".438","2.5","6.2",".402","1.9","3.9",".497",".562","2.8","3.2",".873","1.1","6.1","7.2","2.1","0.4","0.2","1.3","1.0","14.1"
"332","Kyle Lowry","PG","35","MIA","39","39","34.2","4.5","10.8",".412","2.1","6.4",".327","2.4","4.5",".534",".508","2.4","2.8",".847","0.6","3.8","4.5","8.3","1.0","0.4","3.1","2.8","13.4"
"333","Timothé Luwawu-Cabarrot","SF","26","ATL","33","12","13.2","1.4","3.6",".395","0.9","2.5",".361","0.5","1.1",".472",".521","0.5","0.6",".850","0.2","1.2","1.4","0.8","0.3","0.1","0.4","1.4","4.3"
